"grib_id","hrap_x","hrap_y","bin_area","area_name"
499819,974,446,16179300,"Black"
499820,975,446,10721712,"Black"
499821,976,446,9559246,"Black"
499825,980,446,7532896,"Black"
499826,981,446,10386384,"Black"
499827,982,446,4356067,"Black"
500935,969,447,947071,"Black"
500936,970,447,4903392,"Black"
500937,971,447,10581886,"Black"
500938,972,447,16081953,"Black"
500939,973,447,12930764,"Black"
500940,974,447,10731773,"Black"
500941,975,447,2418,"Black"
500942,976,447,96245,"Black"
502056,969,448,4204851,"Black"
502057,970,448,12865209,"Black"
502058,971,448,8936734,"Black"
502059,972,448,1176993,"Black"
502060,973,448,77034,"Black"
502061,974,448,82111,"Black"
484102,951,432,0,"Deep"
484103,952,432,4123,"Deep"
485222,950,433,489426,"Deep"
485223,951,433,10241892,"Deep"
485224,952,433,9426916,"Deep"
485225,953,433,2050102,"Deep"
485226,954,433,1317906,"Deep"
485227,955,433,1454926,"Deep"
486342,949,434,4437,"Deep"
486343,950,434,9608867,"Deep"
486344,951,434,16226291,"Deep"
486345,952,434,16221694,"Deep"
486346,953,434,16217092,"Deep"
486347,954,434,16208791,"Deep"
486348,955,434,15112029,"Deep"
486349,956,434,3904736,"Deep"
487463,949,435,3277512,"Deep"
487464,950,435,16240638,"Deep"
487465,951,435,16236035,"Deep"
487466,952,435,16231428,"Deep"
487467,953,435,16226817,"Deep"
487468,954,435,16222203,"Deep"
487469,955,435,16217584,"Deep"
487470,956,435,15893193,"Deep"
487471,957,435,2839274,"Deep"
488584,949,436,10649760,"Deep"
488585,950,436,16250402,"Deep"
488586,951,436,16245790,"Deep"
488587,952,436,16241174,"Deep"
488588,953,436,16236554,"Deep"
488589,954,436,16231930,"Deep"
488590,955,436,16227302,"Deep"
488591,956,436,16222670,"Deep"
488592,957,436,11607906,"Deep"
488593,958,436,2968086,"Deep"
489704,948,437,434794,"Deep"
489705,949,437,14825145,"Deep"
489706,950,437,16260177,"Deep"
489707,951,437,16255556,"Deep"
489708,952,437,16250930,"Deep"
489709,953,437,16246301,"Deep"
489710,954,437,16241668,"Deep"
489711,955,437,16237030,"Deep"
489712,956,437,16232389,"Deep"
489713,957,437,16227744,"Deep"
489714,958,437,8716607,"Deep"
489715,959,437,118114,"Deep"
490825,948,438,6215503,"Deep"
490826,949,438,16274590,"Deep"
490827,950,438,16269963,"Deep"
490828,951,438,16265333,"Deep"
490829,952,438,16260698,"Deep"
490830,953,438,16256060,"Deep"
490831,954,438,16251417,"Deep"
490832,955,438,16246770,"Deep"
490833,956,438,16242120,"Deep"
490834,957,438,16237466,"Deep"
490835,958,438,16232807,"Deep"
490836,959,438,4417238,"Deep"
490837,960,438,3148,"Deep"
491945,947,439,715604,"Deep"
491946,948,439,14159573,"Deep"
491947,949,439,16284396,"Deep"
491948,950,439,16279761,"Deep"
491949,951,439,16275121,"Deep"
491950,952,439,16270477,"Deep"
491951,953,439,16265829,"Deep"
491952,954,439,16261177,"Deep"
491953,955,439,16256521,"Deep"
491954,956,439,16251862,"Deep"
491955,957,439,16247198,"Deep"
491956,958,439,16242530,"Deep"
491957,959,439,16194704,"Deep"
491958,960,439,3621367,"Deep"
493065,946,440,6138402,"Deep"
493066,947,440,15581009,"Deep"
493067,948,440,16298855,"Deep"
493068,949,440,16294214,"Deep"
493069,950,440,16289569,"Deep"
493070,951,440,16284920,"Deep"
493071,952,440,16280267,"Deep"
493072,953,440,16275610,"Deep"
493073,954,440,16270949,"Deep"
493074,955,440,16266284,"Deep"
493075,956,440,16261615,"Deep"
493076,957,440,16256941,"Deep"
493077,958,440,16252265,"Deep"
493078,959,440,16247584,"Deep"
493079,960,440,15015780,"Deep"
493080,961,440,1574614,"Deep"
494185,945,441,235570,"Deep"
494186,946,441,15060718,"Deep"
494187,947,441,16313340,"Deep"
494188,948,441,16308694,"Deep"
494189,949,441,16304044,"Deep"
494190,950,441,16299389,"Deep"
494191,951,441,16294731,"Deep"
494192,952,441,16290068,"Deep"
494193,953,441,16285402,"Deep"
494194,954,441,16280731,"Deep"
494195,955,441,16276057,"Deep"
494196,956,441,16271378,"Deep"
494197,957,441,16266696,"Deep"
494198,958,441,16262010,"Deep"
494199,959,441,16257320,"Deep"
494200,960,441,15895648,"Deep"
494201,961,441,897280,"Deep"
495306,945,442,5461135,"Deep"
495307,946,442,16324534,"Deep"
495308,947,442,16323199,"Deep"
495309,948,442,16318544,"Deep"
495310,949,442,16313884,"Deep"
495311,950,442,16309220,"Deep"
495312,951,442,16304552,"Deep"
495313,952,442,16299881,"Deep"
495314,953,442,16295205,"Deep"
495315,954,442,16290525,"Deep"
495316,955,442,16285841,"Deep"
495317,956,442,16281153,"Deep"
495318,957,442,16276462,"Deep"
495319,958,442,16271766,"Deep"
495320,959,442,16267066,"Deep"
495321,960,442,16262363,"Deep"
495322,961,442,12733753,"Deep"
495323,962,442,306677,"Deep"
496426,944,443,2402,"Deep"
496427,945,443,14136892,"Deep"
496428,946,443,16337731,"Deep"
496429,947,443,16333070,"Deep"
496430,948,443,16328405,"Deep"
496431,949,443,16323736,"Deep"
496432,950,443,16319063,"Deep"
496433,951,443,16314386,"Deep"
496434,952,443,16309704,"Deep"
496435,953,443,16305019,"Deep"
496436,954,443,16300330,"Deep"
496437,955,443,16295637,"Deep"
496438,956,443,16290939,"Deep"
496439,957,443,16286238,"Deep"
496440,958,443,16281533,"Deep"
496441,959,443,16276824,"Deep"
496442,960,443,16272111,"Deep"
496443,961,443,8457318,"Deep"
496444,962,443,532493,"Deep"
497547,944,444,3453319,"Deep"
497548,945,444,16352288,"Deep"
497549,946,444,16347622,"Deep"
497550,947,444,16342952,"Deep"
497551,948,444,16338277,"Deep"
497552,949,444,16333599,"Deep"
497553,950,444,16328916,"Deep"
497554,951,444,16324230,"Deep"
497555,952,444,16319539,"Deep"
497556,953,444,16314845,"Deep"
497557,954,444,16310146,"Deep"
497558,955,444,16305443,"Deep"
497559,956,444,16300737,"Deep"
497560,957,444,16296026,"Deep"
497561,958,444,16291312,"Deep"
497562,959,444,16286593,"Deep"
497563,960,444,13882350,"Deep"
497564,961,444,788898,"Deep"
498663,939,445,182868,"Deep"
498664,940,445,3414943,"Deep"
498665,941,445,1147842,"Deep"
498666,942,445,10105993,"Deep"
498667,943,445,13276413,"Deep"
498668,944,445,16078022,"Deep"
498669,945,445,16362200,"Deep"
498670,946,445,16357525,"Deep"
498671,947,445,16352845,"Deep"
498672,948,445,16348161,"Deep"
498673,949,445,16343473,"Deep"
498674,950,445,16338781,"Deep"
498675,951,445,16334085,"Deep"
498676,952,445,16329385,"Deep"
498677,953,445,16324681,"Deep"
498678,954,445,16319973,"Deep"
498679,955,445,16315261,"Deep"
498680,956,445,16310545,"Deep"
498681,957,445,16305825,"Deep"
498682,958,445,16301101,"Deep"
498683,959,445,16296373,"Deep"
498684,960,445,6967142,"Deep"
499783,938,446,2361389,"Deep"
499784,939,446,14310854,"Deep"
499785,940,446,16395486,"Deep"
499786,941,446,16268594,"Deep"
499787,942,446,16386154,"Deep"
499788,943,446,16381481,"Deep"
499789,944,446,16376805,"Deep"
499790,945,446,16372124,"Deep"
499791,946,446,16367439,"Deep"
